subject,relation,object
会阳,定位,在骶部，尾骨端旁开０.５寸。
会阳,解剖,有臀大肌；有臀下动、静脉分支；布有尾骨神经；深部有阴部神经干。
会阳,主治,泄泻，便血，痔疾，阳萎，带下。
会阳,配伍,配承山治痔疾。
会阳,刺灸法,直刺1～1.5寸。
承扶,拼音,Chéngfú
承扶,定位,在大腿后面，臀下横纹的中点。
承扶,解剖,在臀大肌下缘；有坐骨神经伴行的动、静脉；布有股后皮神经，深层为坐骨神经。
承扶,主治,腰骶臀股部疼痛，痔疾。
承扶,配伍,配委中治腰骶疼痛。
承扶,刺灸法,直刺1～2寸。
殷门,拼音,Yīnmén
殷门,定位,在大腿后面，当承扶与委中的连线上，承扶下６寸。
殷门,解剖,在半腱肌与股二头肌之间，深层为大收肌；外侧为股深动、静脉第三穿支；布有股后皮神经，深层正当坐骨神经。
殷门,主治,腰痛，下肢痿痹。
殷门,配伍,配大肠俞治腰痛。
殷门,刺灸法,直刺1～2寸。
浮郄,拼音,Fúxì
浮郄,定位,在N横纹外侧端，委阳上１寸，股二头肌腱的内侧。
浮郄,解剖,在股二头肌键内侧；有膝上外侧动、静脉；布有股后皮神经，正当腓总神经处。
浮郄,主治,便秘，股N部疼痛，麻木。
浮郄,配伍,配承山治下肢痿痹。
浮郄,刺灸法,直刺1～1.5寸。
委阳,拼音,Wěiyáng
委阳,定位,在N横纹外侧端，当股二头肌腱的内侧。
委阳,解剖,在股二头肌键内侧；有膝上外侧动、静脉；布有股后皮神经，正当腓总神经处。
委阳,主治,腹满，小便不利，腰脊强痛，腿足挛痛。
委阳,配伍,配三焦俞、肾俞、治小便不利。
委阳,刺灸法,直刺1～1.5寸。
委阳,附注,三焦经下合穴。
委中,拼音,Wěizhōng
委中,定位,在N横纹中点，当股二头肌腱与半腱肌肌腱的中间。
委中,解剖,在N窝正中，有N筋膜；皮下有股N静脉，深层内侧为N静脉，最深层为N动有股后皮神经，正当胫神经处。
委中,主治,腰痛，下肢痿痹，腹痛，吐泻，小便不利，遗尿，丹毒。
委中,配伍,配大肠俞治腰痛。
委中,刺灸法,直刺1～1.5寸，或用三棱针点刺N静脉出血。
委中,附注,足太阳经所入为“合”。
附分,拼音,Fùfēn
附分,定位,在背部，当第２胸椎棘突下，旁开３寸。
附分,解剖,在肩胛岗内端边缘，有斜方肌，菱形肌，深层为髂肋肌；有颈横动脉降支，当第二肋间动、静脉后支；布有第二胸神经后支。
附分,主治,颈项强痛，肩背拘急，肘臂麻木。
附分,配伍,配大椎治颈项强痛。
附分,刺灸法,斜刺0.5～0.8寸。
附分,附注,手、足太阳经交会穴。
魄户,拼音,Pòhù
魄户,定位,在背部，当第３胸椎棘突下，旁开３寸。
魄户,解剖,在肩胛骨脊柱缘，有斜方肌，菱形肌，深层为髂肋肌；有第三肋间动、静脉背侧支颈横动脉降支；布有第二、三胸神经后支。
魄户,主治,咳嗽，气喘，肺痨，项强，肩背痛。
魄户,配伍,配天突、膻中治咳喘。
魄户,刺灸法,斜刺0.5～0.8寸。
膏肓,拼音,Gāohuāng
膏肓,定位,在背部，当第４胸椎棘突下，旁开３寸。
膏肓,解剖,在肩胛骨脊柱缘，有斜方肌、菱形肌，深层为髂肋肌；有第四肋间动、静脉背侧支及颈横动脉降支；布有第三、四胸神经后支。
膏肓,主治,咳嗽，气喘，肺痨，健忘，遗精，完谷不化。
膏肓,配伍,配尺泽、肺俞治咳喘。
膏肓,刺灸法,斜刺0.5～0.8寸。
神堂,拼音,Shéntáng
神堂,定位,在背部，当第５胸椎棘突下，旁开３寸。
神堂,解剖,在肩胛骨脊柱缘，有斜方肌，菱形肌，深层为髂肋肌；有第五肋间动静脉背侧支及颈横动脉降支；布有第四、五胸神经后支。
神堂,主治,咳嗽，气喘，胸闷，脊背强病。
神堂,配伍,配膻中治胸闷。
神堂,刺灸法,斜刺0.5～0.8寸。
b嘻,拼音,Yìxǐ
b嘻,定位,在背部，当第６胸椎棘突下，旁开３寸。
b嘻,解剖,在斜方肌外缘，有髂肋肌；有第六肋间动、静脉背侧支；布有第五、六胸神经后支。
b嘻,主治,咳嗽，气喘，疟疾，热病，肩背痛。
b嘻,配伍,配大椎、肩外俞治肩背痛。
b嘻,刺灸法,斜刺0.5～0.8寸。
膈关,拼音,Gěguān
膈关,定位,在背部，当第７胸椎棘突下，旁开３寸。
膈关,解剖,有背阔肌，髂肋肌；有第七肋间动、静脉背侧支；布有第六胸神经后支。
膈关,主治,胸闷，嗳气，呕吐，脊背强痛。
膈关,配伍,配内关治嗳气。
膈关,刺灸法,斜刺0.5～0.8寸。
魂门,拼音,Húnmén
魂门,定位,在背部，当第９胸椎棘突下，旁开３寸。
魂门,解剖,有背阔肌，髂肋肌；有第九肋间动、静脉背侧支；布有第八、九胸神经后支。
魂门,主治,胸胁痛，呕吐，泄泻，背痛。
魂门,配伍,配阳陵泉、支沟治胸肋痛。
魂门,刺灸法,斜刺0.5～0.8寸。
阳纲,拼音,Yánggāng
阳纲,定位,在背部，当第１０胸椎棘突下，旁开３寸。
阳纲,解剖,有背阔肌，髂肋肌；有第十肋间动、静脉背侧支；布有第九、十胸神经后支。
阳纲,主治,肠鸣，腹痛，泄泻，黄疸，消渴。
阳纲,配伍,配气海治腹胀。
阳纲,刺灸法,斜刺0.5～0.8寸。
意舍,拼音,Yìshě
意舍,定位,在背部，当第１１胸椎棘突下，旁开３寸。
意舍,解剖,有背阔肌，髂肋肌；有第十一肋间动、静脉背侧支；布有第十、十一胸神经后支。
意舍,主治,腹胀、肠鸣、呕吐、泄泻。
意舍,配伍,脾俞、胃俞治腹胀。
意舍,刺灸法,斜刺0.5～0.8寸。
胃仓,拼音,Wèicāng
胃仓,定位,在背部，当第１２胸椎棘突下，旁开３寸。
胃仓,解剖,有背阔肌，髂肋肌；有肋下动、静脉背侧支；布有第十二、十三胸神经后支。
胃仓,主治,胃脘痛，腹胀，小儿食积，水肿，背脊痛。
胃仓,配伍,配足三里治胃痛。
胃仓,刺灸法,斜刺0.5～0.8寸。
肓门,拼音,Huāngmén
肓门,定位,在腰部，当第１腰椎棘突下，旁开３寸。
肓门,解剖,有背阔肌，髂肋肌；有第一腰动、静脉背侧支；布有第十二胸神经后支。
肓门,主治,腹痛，便秘，痞块，乳疾。
肓门,配伍,配气海天、枢治便秘。
肓门,刺灸法,斜刺0.5～0.8寸。
志室,拼音,Zhìshì
志室,定位,在腰部，当第２腰椎棘突下，旁开３寸。
志室,解剖,有背阔肌、髂肋肌；有第二腰动、静脉背侧支；布有第十二胸神经后支外侧支，第一腰神经外侧支。
志室,主治,遗精，阳萎，小便不利，水肿，腰脊强痛。
志室,配伍,配命门治遗精。
志室,刺灸法,斜刺0.5～0.8寸。
胞肓,拼音,Bāohuāng
胞肓,定位,在臀部，平第２骶后孔，骶正中嵴旁开３寸。
胞肓,解剖,有臀大肌，臀中肌及臀小肌；正当臀上动、静脉；布有臀上皮神经，深层为臀上神经。
胞肓,主治,肠鸣，腹胀，便秘，癃闭，腰脊强痛。
胞肓,配伍,配委中治腰痛。
胞肓,刺灸法,直刺l～1.5寸。
秩边,拼音,Zhìbiān
秩边,定位,在臀部，平第４骶后孔，骶正中嵴旁开３寸。
秩边,解剖,有臀大肌，在梨状肌下缘；正当臀下动、静脉深层当臀下神经及股后皮神经，外侧为坐骨神经。
秩边,主治,小便不利，便秘，痔疾，腰骶痛，下肢痿痹。
秩边,配伍,配委中、大肠俞治腰腿疼痛。
秩边,刺灸法,直刺1.5～2寸。
合阳,拼音,Héyáng
合阳,定位,在小腿后面，当委中与承山的连线上，委中下２寸。
合阳,解剖,在腓肠肌二头之间；有小隐静脉，深层为N动、静脉；布有腓肠肌内侧皮神经，深层为腓神经。
合阳,主治,腰脊强痛，下肢痿痹，疝气，崩漏。
合阳,配伍,配腰阳关治腰痛。
合阳,刺灸法,直刺l～2寸。
承筋,拼音,Chéngjīn
承筋,定位,在小腿后面，当委中与承山的连线上，腓肠肌肌腹中央，委中下５寸。
承筋,解剖,在腓肠肌两肌腹之间；有小隐静脉，深层为腓后动、静脉；布有腓肠内侧皮神经，深层为腓神经。
承筋,主治,痔疾，腰腿拘急疼痛。
承筋,配伍,配委中治下肢挛痛。
承筋,刺灸法,直刺l～1.5寸。
承山,拼音,Chéngshān
承山,定位,在小腿后面正中，委中与昆仑之间，当伸直小腿或足跟上提时腓肠肌肌腹下出现尖角凹陷处。
承山,解剖,在腓肠肌两肌腹交界下端；有小隐静脉，深层为股后动、静脉；布有腓肠内侧皮神经，深层为腓神经。
承山,主治,痔疾，脚气，便秘，腰腿拘急疼痛。
承山,配伍,配大肠俞治痔疾。
承山,刺灸法,直刺1～2寸。
飞扬,拼音,Fēiyáng
飞扬,定位,在小腿后面，外踝后，昆仑直上七寸，承山穴外下方１寸处。
飞扬,解剖,有腓肠肌及比目鱼肌；布有腓肠外侧皮神经。
飞扬,主治,头痛，目眩，腰腿疼痛，痔疾。
飞扬,配伍,配委中治腿痛。
飞扬,刺灸法,直刺l～1.5寸。
飞扬,附注,足太阳经络穴
跗阳,拼音,Fùyáng
跗阳,定位,在小腿后面，外踝后，昆仑穴直上3寸。
跗阳,解剖,在腓骨的后部，跟腱外前缘，深层为拇长屈肌；有小隐静脉，深层为腓动脉末支；布有腓肠神经。
跗阳,主治,头痛，腰骶痛，下肢痿痹，外踝肿痛。
跗阳,刺灸法,直刺0.8～1.2寸。
跗阳,附注,阳跷脉郄穴。
昆仑,拼音,Kūnlún
昆仑,定位,在足部外踝后方，当外踝尖与跟腱之间的凹陷处。
昆仑,解剖,有腓骨短肌；有小隐静脉及外踝后动、静脉；布有腓肠神经。
昆仑,主治,头痛，项强，目眩，癫痫，难产，腰骶疼痛，脚跟肿痛。
昆仑,配伍,配风池治头痛、目眩。
昆仑,刺灸法,直刺0.5～0.8寸。
昆仑,附注,（l）足太阳经所行为“经”。（2）《针灸大成》：“妊妇刺之落胎。”
仆参,拼音,Púcān
仆参,定位,在足外侧部，外踝后下方，昆仑直下，跟骨外侧，赤白肉际处。
仆参,解剖,有腓动、静脉的跟骨外侧支；布有腓肠神经跟骨外侧支。
仆参,主治,下肢痿痹，足跟痛，癫痫。
仆参,配伍,配太溪治足跟痛。
仆参,刺灸法,直刺0.3～0.5寸。
申脉,拼音,ShēnMài
申脉,定位,在足外侧部，外踝直下方凹陷中。
申脉,解剖,在腓骨长短肌腱上缘；有外踝动脉网及小隐静脉；布有腓肠神经的足背外侧皮神经分支。
申脉,主治,头痛，眩晕，癫狂痫，腰腿酸痛，目赤痛，失眠。
申脉,配伍,配肾俞、肝俞、百会治眩晕。
申脉,刺灸法,直刺0.3～0.5寸。
申脉,附注,八脉交会穴之一，通阳跷脉。
金门,拼音,Jīnmén
金门,定位,在足外侧部，当外踝前缘直下，骰骨下缘处。
金门,解剖,在腓骨长肌腱和小趾外展肌之间；有足底外侧动、静脉；布有足背外侧皮神经，深层为足底外侧神经。
金门,主治,头痛，癫痫，小儿惊风，腰痛，下肢痿痹，外踝痛。
金门,配伍,配太阳合谷治头痛。
金门,刺灸法,直刺0.3～0.5寸。
金门,附注,足太阳经郄穴。
京骨,拼音,Jīnggǔ
京骨,定位,在足外侧部，第５跖骨粗隆下方，赤白肉际处。
京骨,解剖,在小趾外展肌下方；有足底外侧动、静脉；布有足背外侧皮神经，深层为足底外侧神经。
京骨,主治,头痛，项强，目翳，癫痫，腰痛。
京骨,配伍,配百会、太冲治头痛。
京骨,刺灸法,直刺0.3～0.5寸。
京骨,附注,足太阳经所过为“原”。
束骨,拼音,Shùgǔ
束骨,定位,在足外侧，足小趾本节（第５跖趾关节）的后方，赤白肉际处。
束骨,解剖,在小趾外展肌下方；有第四趾跖侧总动、静脉；有第四趾跖侧神经及足背外侧皮神经分布。
束骨,主治,头痛，项强，目眩，癫狂，腰腿痛。
束骨,配伍,配肾俞、太冲治目眩。
束骨,刺灸法,直刺0.3～0.５寸。
束骨,附注,足太阳经所注为“输”。
足通谷,拼音,Zútōnggǔ
足通谷,定位,在足外侧，足小趾本节（第５跖趾关节）的前方，赤白肉际处。
足通谷,解剖,有趾跖侧动、静脉；布有趾跖侧固有神经及足背外侧皮神经。
足通谷,主治,头痛，项强，目眩，鼻衄，癫狂。
足通谷,配伍,配大椎治项强。
足通谷,刺灸法,直刺0.2～0.3寸。
足通谷,附注,足太阳经所溜为“荥”。
至阴,拼音,Zhìyīn
至阴,定位,在足小趾末节外侧，距趾甲角０.１寸。
至阴,解剖,有趾背动脉及趾跖侧固有动脉形成的动脉网；布有趾跖侧固有神经及足背外侧皮神经。
至阴,主治,头痛，目痛，鼻塞，鼻衄，胎位不正，难产。
至阴,配伍,配太冲、百会治头痛。
至阴,刺灸法,浅刺0.1寸。胎位不正用灸法。
至阴,附注,足太阳经所出为“井”。
涌泉,拼音,Yǒngquán
涌泉,定位,在足底部，卷足时足前部凹陷处，约当第２、３趾趾指缝纹头端与足跟连线的前１/３与后２/３交点上。
涌泉,解剖,有指短屈肌腱，指长屈肌腱，第二蚓状肌，深层为骨间肌；有来自胫前动脉的足底弓；布有足底内侧神经支。
涌泉,主治,头顶痛，头晕，眼花，咽喉痛，舌干，失音，小便不利，大便难，小儿惊风，足心热，癫疾，霍乱转筋，昏厥。
涌泉,配伍,配然谷治喉痹；配阴陵泉治热病挟脐急痛，胸胁满；配水沟、照海治癫痫。配太冲、百会治头项痛。
涌泉,刺灸法,直刺０.５～０.８寸；可灸。
涌泉,附注,肾经井穴。
然谷,拼音,Rángǔ
然谷,定位,在足内侧缘，足舟骨粗隆下方，赤白肉际。
然谷,解剖,有拇指外展肌，有跖内侧动脉及跗内侧动脉分支；布有小腿内侧皮神经末支及足底内侧神经。
然谷,主治,月经不调，阴挺，阴痒，白浊，遗精，阳痿，小便不利，泄泻，胸胁胀痛，咳血，小儿脐风，口噤不开，消渴，黄疸，下肢痿痹，足跗痛。
然谷,配伍,配承山治转筋；配气冲、四满治石水；配太溪治热病烦心、足寒、多汗。
然谷,刺灸法,直刺０.５～０.８寸；可灸。
然谷,附注,肾经荥穴。
太溪,拼音,Tàixī
太溪,定位,在足内侧，内踝后方，当内踝尖与跟腱之间的凹陷处。
太溪,解剖,有胫后动、静脉；布有小腿内侧皮神经，当胫神经之经过处。
太溪,主治,头痛目眩，咽喉肿痛，齿痛，耳聋，耳鸣，咳嗽，气喘，胸痛咳血，消渴，月经不调，失眠，健忘，遗精，阳痿，小便频数，腰脊痛，下肢厥冷，内踝肿痛。
太溪,配伍,配然谷主治热病烦心，足寒清，多汗；配肾俞治肾胀；配支沟、然谷治心痛如锥刺。
太溪,刺灸法,直刺０.５～０.８寸；可灸。
太溪,附注,肾经腧穴、原穴
大钟,拼音,Dàzhōng
大钟,定位,在足内侧，内踝下方，当跟腱附着部的内侧前方凹陷处。
大钟,解剖,有胫后动脉跟内侧支；布有小腿内侧皮神经及胫神经的跟骨内侧神经。
大钟,主治,咳血，气喘，腰脊强痛，痴呆，嗜卧，足跟痛，二便不利，月经不调。
大钟,配伍,配太溪、神门治心肾不交之心悸、失眠；配行间治虚火上炎之易惊善怒；配鱼际治虚火上炎之咽痛。
大钟,刺灸法,直刺０.３～０.５寸；可灸。
大钟,附注,肾经络穴。
水泉,拼音,Shuǐquán
水泉,定位,在足内侧，内踝后下方，当太溪直下1寸，跟骨结节的内侧凹陷处。
水泉,解剖,有胫后动脉跟内侧支；布有小腿内侧皮神经及胫神经的跟骨内侧神经。
水泉,主治,月经不调，痛经，阴挺，小便不利，目昏花，腹痛。
水泉,配伍,配中极、水道治肾气亏虚；配气海、血海、肾俞、三阴交、气海俞治肾绞痛、肾结石；配肾俞、中极、血海治血尿。
水泉,刺灸法,直刺０.３～０.５寸；可灸。
水泉,附注,肾经郄穴。
照海,拼音,Zhàohǎi
照海,定位,在足内侧，内踝尖下方凹陷处。
照海,解剖,在拇趾外展肌止点；后方有胫后动、静脉；布有小腿内侧皮神经，深部为胫神经本干。
照海,主治,咽喉干燥，痫证，失眠，嗜卧，惊恐不宁，目赤肿痛，月经不调，痛经，赤白带下，阴挺，阴痒，疝气，小便频数，不寐，脚气。
照海,配伍,配列缺、天突、太冲、廉泉治咽喉病症；配神门、风池、三阴交治阴虚火旺之失眠症。
照海,刺灸法,直刺０.５～０.８寸；可灸。
照海,附注,八脉交会穴－通阴跷脉。
复溜,拼音,Fùliū
复溜,定位,在小腿内侧，太溪直上2寸，跟腱的前方。
复溜,解剖,在比目鱼肌下端移行于跟腱处之内侧；前方有胫后动、静脉；布有腓肠内侧皮神经，小腿内侧皮神经，深层为胫神经。
复溜,主治,泄泻，肠鸣，水肿，腹胀，腿肿，足痿，盗汗，脉微细时无，身热无汗，腰脊强痛。
复溜,配伍,配后溪、阴郄治盗汗不止；配中极、阴谷治癃闭。
复溜,刺灸法,直刺０.８～１寸；可灸。
复溜,附注,肾经经穴。
交信,拼音,Jiāoxìn
交信,定位,在小腿内侧，当太溪直上2寸，复溜前0.5寸，胫骨内侧缘的后方。
交信,解剖,在趾长屈肌中；深层为胫后动、静脉；布有小腿内侧皮神经，后方为胫神经本干。
交信,主治,月经不调，崩漏，阴挺，泄泻，大便难，睾丸肿痛，五淋，疝气，阴痒，泻痢赤白，膝、股．内廉痛。
交信,配伍,配关元、三阴交治妇科疾患之月经不调；配太冲、血海、地机治崩漏；配中都治疝气；配阴陵泉治五淋；配中极治癃闭；配关元治阴挺。
交信,刺灸法,直刺０.５～１寸；可灸。
交信,附注,阴跷脉郄穴。
筑宾,拼音,Zhùbīn
筑宾,定位,在小腿内侧，当太溪与阴谷的连线上，太溪上5寸，腓肠肌肌腹的内下方。
筑宾,解剖,在腓肠肌和趾长屈肌之间；深部有胫后动、静脉；布有腓肠内侧皮神经和小腿内侧皮神经，深层为胫神经本干。
筑宾,主治,癫狂，痫证，呕吐涎沫，疝痛，小儿脐疝，小腿内侧痛。
筑宾,配伍,配肾俞、关元治水肿；配大敦、归来治疝气；配承山、合阳、阳陵泉治小腿痿、痹、瘫；配水沟、百会治癫、狂、痫证。
筑宾,刺灸法,直刺０.５～０.８寸；可灸。
筑宾,附注,阴维脉郄穴。
阴谷,拼音,Yīngǔ
阴谷,定位,在N窝内侧，屈膝时，当半腱肌肌腱与半膜肌肌腱之间。
阴谷,解剖,在半腱肌腱和半膜肌腱之间；有膝上内侧动、静脉；布有股内侧皮神经。
阴谷,主治,阳痿，疝痛，月经不调，崩漏，小便难，阴中痛，癫狂，膝股内侧痛。
阴谷,配伍,配照海、中极治癃闭；配大赫、曲骨、命门治寒疝、阳萎、早泄、月经不调、崩漏。
阴谷,刺灸法,直刺０.８～１.２寸；
阴谷,附注,肾经合穴。
横骨,拼音,Hénggǔ
横骨,定位,在下腹部，当脐中下５寸，前正中线旁开０.５寸。
横骨,解剖,有腹内、外斜肌腱膜，腹横肌腱膜及腹直肌；有腹壁下动、静脉及阴部外动脉；布有髂腹下神经分支。
横骨,主治,阴部痛，少腹痛，遗精，阳痿，遗尿，小便不通，疝气。
横骨,配伍,配中极、三阴交治癃闭；配关元、肾俞、志室、大赫治阳萎、遗精、崩漏、月经不调。
横骨,刺灸法,直刺０.８～１.２寸；可灸。
横骨,附注,冲脉、足少阴会穴。
大赫,拼音,Dàhè
大赫,定位,在下腹部，当脐中下４寸，前正中线旁开０.５寸。
大赫,解剖,在腹内、外斜肌腱膜，腹横肌腱膜及腹直肌中；有腹壁下动、静脉肌支；布有第十二肋间神经及髂腹下神经。
大赫,主治,阴部痛，子宫脱垂，遗精，带下，月经不调，痛经，不妊，泄泻，痢疾。
大赫,配伍,配阴交肾俞、带脉、大敦、中极治阳萎、遗精、带下；配命门、肾俞、志室、中极、关元治男科病、不育症。
大赫,刺灸法,直刺０.８～１.２寸；可灸。
大赫,附注,冲脉、足少阴会穴。
气穴,拼音,Qìxué
气穴,定位,在下腹部，当脐中下３寸，前正中线旁开０.５寸。
气穴,解剖,在腹内、外斜肌腱膜，腹横肌腱膜及腹直肌中；有腹壁下动、静脉肌支；布有第十二肋间神经及髂腹下神经。
气穴,主治,月经不调，白带，小便不通，泄泻，痢疾，腰脊痛，阳痿。
气穴,配伍,配天枢、大肠俞主消化不良；配中极、阴陵泉、膀胱俞主五淋、小便不利；配气海、三阴交、肾俞、血海治月经不调、血带、宫冷不孕、先兆流产、阳萎、不育症。
气穴,刺灸法,直刺或斜刺０.８～１.２寸；可灸。
气穴,附注,冲脉、足少阴会穴。
四满,拼音,Sìmǎn
四满,定位,在下腹部，当脐中下２寸，前正中线旁开０.５寸。
四满,解剖,在腹内、外斜肌腱膜，腹横肌腱膜及腹直肌中；有腹壁下动、静脉肌支；布有第十一肋间神经。
四满,主治,月经不调，崩漏，带下，不孕，产后恶露不净，小腹痛，遗精，遗尿，疝气，便秘，水肿。
四满,配伍,配气海、三阴交、大敦、归来治疝气、睾丸肿痛；配气海、三阴交、肾俞、血海治月经不调、带下、遗精等病症。
四满,刺灸法,直刺０.８～１.２寸；可灸。
四满,附注,冲脉、足少阴会穴。
中注,拼音,Zhōngzhù
中注,定位,在下腹部，当脐中下１寸，前正中线旁开０.５寸。
中注,解剖,在腹内、外斜肌腱膜，腹横肌腱膜及腹直肌中；有腹壁下动、静脉肌支；布有第十肋间神经。
中注,主治,月经不调，腰腹疼痛，大便燥结，泄泻，痢疾。
中注,配伍,配肾俞、委中、气海俞治腰背痛；配血海、肾俞、太冲、三阴交、阴交、中极治妇科病、月经不调、卵巢炎、睾丸炎、附件炎。
中注,刺灸法,直刺０.８～１.２寸；可灸。
中注,附注,冲脉、足少阴会穴。
肓俞,拼音,Huāngshū
肓俞,定位,在腹中部，当脐中旁开０.５寸。
肓俞,解剖,在腹内、外斜肌腱膜，腹横肌腱膜及腹直肌中；有腹壁下动、静脉肌支；布有第十肋间神经。
肓俞,主治,腹痛绕脐，呕吐，腹胀，痢疾，泄泻，便秘，疝气，月经不调，腰脊痛。
肓俞,配伍,配天枢、足三里、大肠俞治便秘、泄泻、痢疾；配中脘、足三里、内庭、天枢治胃痛、腹痛、疝痛、排尿、尿道涩痛等症。
肓俞,刺灸法,直刺０.８～１.２寸；可灸。
肓俞,附注,冲脉、足少阴会穴。
商曲,拼音,Shāngqū
商曲,定位,在上腹部，当脐中上２寸，前正中线旁开０.５寸。
商曲,解剖,在腹直肌内缘，有腹壁上下动、静脉分支；布有第九肋间神经。
商曲,主治,腹痛，泄泻，便秘，腹中积聚。
商曲,配伍,配中脘、大横治腹痛、腹胀；配支沟治便秘；配大肠俞、天枢、治泄泻、痢疾。
商曲,刺灸法,直刺０.５～０.８寸；可灸。
商曲,附注,冲脉、足少阴会穴。
石关,拼音,Shíguān
石关,定位,在上腹部，当脐中上３寸，前正中线旁开０.５寸。
石关,解剖,在腹直肌内缘，有腹壁上动、静脉分支；布有第九肋间神经。
石关,主治,呕吐，腹痛，便秘，产后腹痛，妇人不孕。
石关,配伍,配中脘、内关治胃痛、呕吐、腹胀；配三阴交、阴交、肾俞治先兆流产和不孕症
石关,刺灸法,直刺０.５～０.８寸；可灸。
石关,附注,冲脉、足少阴会穴。
阴都,拼音,Yīndū
阴都,定位,在上腹部，当脐中上４寸，前正中线旁开０.５寸。
阴都,解剖,在腹直肌内缘，有腹壁上动、静脉分支；布有第八肋间神经。
阴都,主治,腹胀，肠鸣，腹痛，便秘，妇人不孕，胸胁满，疟疾。
阴都,配伍,配巨阙治心中烦满；配三阴交、血海治闭经；配中脘、天枢、足三里、四缝治纳呆及小儿疳积。
阴都,刺灸法,直刺０.５～０.８寸；可灸。
阴都,附注,冲脉、足少阴会穴。
腹通谷,拼音,Fùtōnggǔ
腹通谷,定位,在上腹部，当脐中上５寸，前正中线旁开０.５寸。
腹通谷,解剖,在腹直肌内缘，有腹壁上动、静脉分支；布有第八肋间神经。
腹通谷,主治,腹痛，腹胀，呕吐，心痛，心悸，胸痛，暴喑。
腹通谷,配伍,配内关、中脘治胃气逆；配申脉、照海治癫痫、惊悸；配上脘、足三里治纳呆。
腹通谷,刺灸法,直刺或斜刺０.５～０.８寸；可灸。
腹通谷,附注,冲脉、足少阴会穴。
幽门,拼音,Yōumén
幽门,定位,在上腹部，当脐中上６寸，前正中线旁开０.５寸。
幽门,解剖,在腹直肌内缘，有腹壁上动、静脉分支；布有第七肋间神经。
幽门,主治,腹痛，呕吐，善哕，消化不良，泄泻，痢疾。
幽门,配伍,配玉堂治烦心呕吐；配中脘、建里治胃痛、噎嗝、呕吐；配天枢治腹胀、肠鸣、泄泻。
