subject,relation,object
阴廉,配伍,配曲骨、次s、三阴交治湿热下注之月经不调、白带多、阴门搔痒、股癣等；配肾俞、大赫、命门、太溪治妇人不孕、男子不育症；配委中、次s、膀胱俞治膀胱炎、膀胱结石。
阴廉,刺灸法,直刺０.８～１寸；可灸。
急脉,拼音,Jímài
急脉,定位,在耻骨结节的外侧，当气冲外下腹股沟股动脉搏动处，前正中线旁开2.5寸。
急脉,解剖,有阴部外动、静脉分支及腹壁下动、静脉的耻骨支，外方有股静脉；布有髂腹股沟神经，深层为闭孔神经的分支。
急脉,主治,疝气，阴挺，阴茎痛，少腹痛，股内侧痛。
急脉,配伍,配大敦治疝气、阴挺、阴茎痛、阳痿；配阴包、箕门、曲泉、足五里治下肢痿瘫、小儿麻痹。
急脉,刺灸法,直刺０.５～１寸；可灸。
章门,拼音,Zhāngmén
章门,定位,在侧腹部，当第11肋游离端的下方。
章门,解剖,有腹内、外斜肌及腹横肌；有肋间动脉末支；布有第十、十一肋间神经；右侧当肝脏下缘，左侧当脾脏下缘。
章门,主治,腹痛，腹胀，肠鸣，泄泻，呕吐，神疲肢倦，胸胁痛，黄疸，痞块，小儿疳积，腰脊痛。
章门,配伍,配足三里治荨麻疹、组织胺过敏症；配天枢、脾俞、中脘、足三里治肝脾不和之腹胀、痞块、胁痛、泄泻、消瘦；配肾俞、肝俞、水道、京门、阴陵泉、三阴交、阳谷、气海治肝硬化腹水、肾炎。
章门,刺灸法,斜刺０.５～０.８寸；可灸。
章门,附注,脾经募穴，八会穴之脏会。
期门,拼音,Qīmén
期门,定位,在胸部，当乳头直下，第6肋间隙，前正中线旁开4寸。
期门,解剖,有腹直肌，肋间肌；有肋间动、静脉；布有第六、七肋间神经。
期门,主治,胸胁胀满疼痛，呕吐，呃逆，吞酸，腹胀，泄泻，饥不欲食，胸中热，咳喘，奔豚，疟疾，伤寒热入血室。
期门,配伍,配大敦治疝气；配肝俞、公孙、中脘、太冲、内关治肝胆疾患、胆囊炎、胆结石及肝气郁结之胁痛、食少、乳少、胃痛、呕吐、呃逆、食不化、泄泻等。
期门,刺灸法,斜刺０.５～０.８寸；可灸。
期门,附注,肝经募穴。
长强,拼音,Chángqiáng
长强,定位,在尾骨端下，当尾骨端与肛门连线的中点处。
长强,解剖,在肛尾膈中；有肛门动、静脉分支，棘间静脉丛之延续部；布有尾神经及肛门神经。
长强,主治,泄泻，痢疾，便秘，便血，痔疾，癫狂，脊强反折，癃淋，阴部湿痒，腰脊、尾骶部疼痛。
长强,配伍,配二白、阴陵泉、上巨虚、三阴交治痔疮（湿热下注型）；配精官、二白、百会（灸）治脱肛、痔疮。
长强,刺灸法,斜刺，针尖向上与骶骨平行刺入0.5～1寸。不得刺穿直肠，以防感染，不灸。
腰俞,拼音,Yāoshū
腰俞,定位,在骶部，当后正中线上，适对骶管裂孔。
腰俞,解剖,在骶后韧带、腰背筋膜中；有骶中动、静脉后支，棘间静脉丛；布有尾神经分支。
腰俞,主治,腰脊强痛，腹泻，便秘，痔疾，脱肛，便血，癫痫，淋浊，月经不调，下肢痿痹。
腰俞,配伍,配膀胱俞（灸）、长强、气冲、上s、下s、居s治腰脊冷痛；配太冲治脊强反折、抽搐。
腰俞,刺灸法,向上斜刺0.5～1寸；可灸。
腰阳关,拼音,Yāoyángguān
腰阳关,定位,在腰部，当后正中线上，第４腰椎棘突下凹陷中。
腰阳关,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支，棘间皮下静脉丛；布有腰神经后支的内侧支。
腰阳关,主治,腰骶疼痛，下肢痿痹，月经不调，赤白带下，遗精，阳萎，便血。
腰阳关,配伍,补腰阳关、肾俞、次s、泻委中治腰脊痛、四肢厥冷、小便频数；配腰夹脊、秩边、承山、飞扬治坐骨神经痛、腰腿痛；配膀胱俞、三阴交治遗尿、尿频。
腰阳关,刺灸法,直刺0.5～1寸；可灸。
命门,拼音,Mìngmén
命门,定位,在腰部，当后正中线上，第２腰椎棘突下凹陷中。
命门,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支及棘间皮下静脉丛；布有腰神经后支内侧支。
命门,主治,虚损腰痛，脊强反折，遗尿，尿频，泄泻，遗精，白浊，阳萎，早泄，赤白带下，胎屡坠，五劳七伤，头晕耳鸣，癫痫，惊恐，手足逆冷。
命门,配伍,配肾俞、太溪治遗精、早泄、腰脊酸楚、足膝无力、遗尿、癃闭、水肿、头昏耳鸣等肾阳亏虚之症；配百会、筋缩、腰阳关治破伤风抽搐；灸命门、隔盐灸神阙治中风脱症；配关元、肾俞、神阙（艾灸）治五更泄；补命门、肾俞、三阴交治肾虚腰痛；泻命门、阿是穴、委中、腰夹脊穴治腰扭伤痛和肥大性脊柱炎；配十七椎、三阴交治痛经（寒湿凝滞型）（艾灸）；配大肠俞、膀胱俞、阿是穴（灸）治寒湿痹腰痛。
命门,刺灸法,直刺0.5～1寸；可灸。
悬枢,拼音,Xuánshū
悬枢,定位,在腰部，当后正中线上，第１腰椎棘突下凹陷中。
悬枢,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有腰动脉后支及棘间皮下静脉丛；布有腰神经后支内侧支。
悬枢,主治,腰脊强痛，腹胀，腹痛，完谷不化，泄泻，痢疾。
悬枢,配伍,配委中、肾俞治腰脊强痛；配足三里、太白治完谷不化、泄泻。
悬枢,刺灸法,直刺0.5～1寸；可灸。
脊中,拼音,Jìzhōng
脊中,定位,在背部，当后正中线上，第１１胸椎棘突下凹陷中。
脊中,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第十一肋间动脉后支，棘间皮下静脉丛；布有第十一胸神经后支内侧支。
脊中,主治,腰脊强痛，黄疸，腹泻，痢疾，小儿疳积，痔疾，脱肛，便血，癫痫。
脊中,配伍,配足三里、中脘治腹胀胃痛；配上巨虚、下巨虚治腹泻痢疾；配鸠尾、大椎、丰隆治癫痫；配肾俞、太溪治腰膝痛；配至阳、阳陵泉、胆俞治黄疸。
脊中,刺灸法,斜刺0.5～1寸。
中枢,拼音,Zhōngshū
中枢,定位,在背部，当后正中线上，第１０胸椎棘突下凹陷中。
中枢,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第十肋间动脉后支，棘间皮下静脉丛；布有第十胸神经后支之内侧支。
中枢,主治,黄疸，呕吐，腹满，胃痛，食欲不振，腰背痛。
中枢,配伍,配命门、腰眼、阳陵泉、后溪治腰脊痛。
中枢,刺灸法,斜刺0.5～1寸；可灸。
筋缩,拼音,Jīnsuò
筋缩,定位,在背部，当后正中线上，第９胸椎棘突下凹陷中。
筋缩,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第九肋间动脉后支，棘间皮下静脉丛；布有第九胸神经后支内侧支。
筋缩,主治,癫狂，惊痫，抽搐，脊强，背痛，胃痛，黄疸，四肢不收，筋挛拘急。
筋缩,配伍,配角孙、瘛脉治小儿惊痫、瘛S、角弓反张；配通里治癫痫；配水道治脊强。
筋缩,刺灸法,斜刺0.5～1寸；可灸。
至阳,拼音,Zhìyáng
至阳,定位,在背部，当后正中线上，第７胸椎棘突下凹陷中。
至阳,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第七肋间动脉后支，棘间皮下静脉丛；布有第七胸神经后支内侧支。
至阳,主治,胸胁胀痛，腹痛黄疸，咳嗽气喘，腰背疼痛，脊强，身热。
至阳,配伍,配曲池、阳陵泉、脾俞治黄疸；配天枢、大肠俞治腹胀、肠鸣、泄泻；配内关、神门治心悸、心痛。
至阳,刺灸法,斜刺0.5～1寸；可灸。
灵台,拼音,Língtái
灵台,定位,在背部，当后正中线上，第６胸椎棘突下凹陷中。
灵台,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第六肋间动脉后支，棘间皮下静脉丛；布有第六胸神经后支内侧支。
灵台,主治,咳嗽，气喘，项强，脊痛，身热，疔疮。
灵台,配伍,配陶道、内关治间日疟；配合谷（泻法）、委中（放血）治疔疮；配阳陵泉、支沟治胸胁痛；配身柱、至阳治背痛；配胆俞、阳陵泉、太冲治黄疸。
灵台,刺灸法,斜刺0.5～1寸；可灸。
神道,拼音,Shéndào
神道,定位,在背部，当后正中线上，第５胸椎棘突下凹陷中。
神道,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第五肋间动脉后支，棘间皮下静脉丛；布有第五胸神经后支内侧支。
神道,主治,心痛，惊悸，怔忡，失眠健忘，中风不语，癫痫，腰脊强，肩背痛，咳嗽，气喘。
神道,配伍,配关元治身热头痛；配神门治健忘惊悸；配百会、三阴交治失眠健忘、小儿惊风、痫症；配心俞、厥阴俞、内关、通里、曲泽治胸痹。
神道,刺灸法,斜刺0.5～1寸；可灸。
身柱,拼音,Shēnzhù
身柱,定位,在背部，当后正中线上，第３胸椎棘突下凹陷中。
身柱,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第三肋间动脉后支，棘间皮下静脉丛；布有第三胸神经后支内侧支。
身柱,主治,身热头痛，咳嗽，气喘，惊厥，癫狂痫证，腰脊强痛，疔疮发背。
身柱,配伍,配水沟、内关、丰隆、心俞治癫狂痫；配风池、合谷、大椎治肺热、咳嗽；配灵台、合谷、委中（泻法）治疔毒。
身柱,刺灸法,斜刺0.5～1寸；可灸。
陶道Táodào,定位,在背部，当后正中线上，第１胸椎棘突下凹陷中。
陶道Táodào,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有第一肋间动脉后支，棘间皮下静脉丛；布有第一胸神经后支内侧支。
陶道Táodào,主治,头痛项强，恶寒发热，咳嗽，气喘，骨蒸潮热，胸痛，脊背酸痛，疟疾，癫狂，角弓反张。
陶道Táodào,配伍,配丰隆、水沟、神门、心俞治癫狂痫；配大椎、间使、后溪治疟疾；配合谷、曲池、风池治外感病；配肾俞、腰阳关、委中治胸背痛。
陶道Táodào,刺灸法,斜刺0.5～1寸；可灸。
大椎,拼音,Dàzhuī
大椎,定位,在后正中线上，第７颈椎棘突下凹陷中。
大椎,解剖,在腰背筋膜、棘上韧带及棘间韧带中；有颈横动脉分支，棘间皮下静脉丛；布有第八颈神经后支内侧支。
大椎,主治,热病，疟疾，咳嗽，喘逆，骨蒸潮热，项强，肩背痛，腰脊强，角弓反张，小儿惊风，癫狂痫证，五劳虚损，七伤乏力，中暑，霍乱，呕吐，黄疸，风疹。
大椎,配伍,配肺俞治虚损、盗汗、劳热；配间使、乳根治脾虚发疟；配四花穴治百日咳（双膈俞、双胆俞）；配曲池预防流脑；配合谷治白血球减少；配足三里、命门提高机体免疫力；配大椎、定喘、孔最治哮喘；配曲池、合谷泻热；配腰奇、间使治癫痫。
大椎,刺灸法,斜刺0.5～1寸；可灸。
哑门,拼音,Yamén
哑门,定位,在项部，当后发际正中直上０.５寸，第１颈椎下。
哑门,解剖,在项韧带和项肌中，深部为弓间韧带和脊髓；有枕动、静脉分支及棘间静脉丛；布有第三颈神经和枕大神经支。
哑门,主治,舌缓不语，音哑，头重，头痛，颈项强急，脊强反折，中风尸厥，癫狂，痫证，癔病，衄血，重舌，呕吐。
哑门,配伍,泻哑门、听会、外关（或中渚）、丘墟治高热或疟疾所致耳聋；配人中、廉泉治舌强不语、暴喑、咽喉炎；配百会、人中、丰隆、后溪治癫狂、癫痫。配风池、风府治中风失语、不省人事；配劳宫、三阴交、涌泉等九穴为回阳九针，可以开窍醒神治昏厥；配脑户、百会、风池、太溪、昆仑、肾俞治大脑发育不全；针哑门、肾俞、太溪治疗贫血。
哑门,刺灸法,伏案正坐位，使头微前倾，项肌放松，向下颌方向缓慢刺入0.5～1寸。
风府,拼音,Fēngfu
风府,定位,在项部，当后发际正中直上１寸，枕外隆凸直下，两侧斜方肌之间凹陷处。
风府,解剖,在项韧带和项肌中，深部为环枕后膜和小脑延髓池；有枕动、静脉分支及棘间静脉丛；布有第三颈神经和枕大神经支。
风府,主治,癫狂，痫证，癔病，中风不语，悲恐惊悸，半身不遂，眩晕，颈项强痛，咽喉肿痛，目痛，鼻衄。
风府,配伍,配腰俞治足不仁；配昆仑治癫狂、多言；配二间、迎香治鼽衄；配金津、玉液、廉泉治舌强难言。
风府,刺灸法,伏案正坐位，使头微前倾，项肌放松，向下颌方向缓慢刺入0.5～1寸。针尖不可向上，以免刺入枕骨大孔，误伤延髓。
脑户,拼音,Naohù
脑户,定位,在头部，后发际正中直上２.５寸，风府上１.５寸，枕外隆凸的上缘凹陷处。
脑户,解剖,在左右枕骨肌之间；有左右枕动、静脉分支，深层常有导血管；布有枕大神经分支。
脑户,主治,头重，头痛，面赤，目黄，眩晕，面痛、音哑，项强，癫狂痫证，舌本出血，瘿瘤。
脑户,配伍,配通天、脑空治头重痛；配人中、太冲、丰隆治癫狂痫。
脑户,刺灸法,平刺0.5～0.8寸；可灸。
强间,拼音,Qiángjiān
强间,定位,在头部，当后发际正中直上４寸（脑户上１.５寸）。
强间,解剖,在浅筋膜、帽状腱膜中；有左右枕动、静脉吻合网；布有枕大神经分支。
强间,主治,头痛，目眩，颈项强痛，癫狂痫证，烦心，失眠。
强间,配伍,配后溪、至阴治后头痛、目眩；配丰隆治头痛难忍。
强间,刺灸法,平刺0.5～0.8寸；可灸。
后顶,拼音,Hòuding
后顶,定位,在头部，当后发际正中直上５.５寸（脑户上３寸）。
后顶,解剖,在浅筋膜、帽状腱膜中；有左右枕动、静脉网；布有枕大神经分支。
后顶,主治,头痛，眩晕，项强，癫狂痫证，烦心，失眠。
后顶,配伍,配百会、合谷治头顶剧痛；配外丘治颈项痛、恶风寒；配玉枕、颔厌治风眩；配率谷、太阳治偏头痛；配风池治脱发。
后顶,刺灸法,平刺0.5～0.8寸；可灸。
百会,拼音,Baihuì
百会,定位,在头部，当前发际正中直上５寸，或两耳尖连线中点处。
百会,解剖,在帽状腱膜中；有左右颞浅动、静脉及左右枕动、静脉吻合网；布有枕大神经及额神经分支。
百会,主治,头痛，眩晕，惊悸，健忘，尸厥，中风不语，癫狂，痫证，癔病，耳鸣，鼻塞，脱肛，痔疾，阴挺，泄泻。
百会,配伍,配天窗治中风失音不能言语；配百会、长强、大肠俞治小儿脱肛；配百会、人中、合谷、间使、气海、关元治尸厥、卒中、气脱；配脑空、天枢治头风；针刺百会，配耳穴的神门埋揿针戒烟；配养老、百会、风池、足临泣治美尼尔氏综合症；针百会透曲鬓、天柱治脑血管痉挛、偏头痛；配百会、水沟、足三里治低血压；配百会、水沟、京骨治癫痫大发作；配百会、肾俞（回旋灸）主治炎症。
百会,刺灸法,平刺0.5～0.8寸；可灸。
前顶,拼音,Qiánding
前顶,定位,在头部，当前发际正中直上３.５寸（百会前０.５寸）。
前顶,解剖,在帽状腱膜中；有左右颞浅动、静脉吻合网；布有额神经分支和枕大神经分支会合处。
前顶,主治,癫痫，头晕，目眩，头顶痛，鼻渊，目赤肿痛，小儿惊风。
前顶,配伍,配前顶、后顶、颌厌治风眩、偏头痛；配人中治面肿虚浮；配百会治目暴赤肿；配五处治头风目眩、目戴上。
前顶,刺灸法,平刺0.3～0.5寸；可灸。
囟会,拼音,Xìnghuì
囟会,定位,在头部，当前发际正中直上２寸（百会前３寸）
囟会,解剖,在帽状腱膜中；有左右颞浅动、静脉吻合网；布有额神经分支。
囟会,主治,头痛，目眩，面赤暴肿，鼻渊，鼻衄，鼻痔，鼻痈，癫疾，嗜睡，小儿惊风
囟会,配伍,配玉枕治头风；配百会治多睡；配头维、太阳、合谷治头痛目眩；配上星、合谷、列缺、迎香治鼻渊、鼻衄；配前顶、天柱、本神治小儿惊痫；配人中、十宣治中风昏迷、癫痫；配血海、支沟治血虚头晕。
囟会,刺灸法,平刺0.3～0.5寸，小儿禁刺；可灸
上星,拼音,Shàngxīng
上星,定位,在头部，当前发际正中直上１寸。
上星,解剖,在左右额肌交界处；有额动、静脉分支，颞浅动、静脉分支；有额神经分支。
上星,主治,头痛，眩晕，目赤肿痛，迎风流泪，面赤肿，鼻渊，鼻衄，鼻痔，鼻痈，癫狂，痫证，小儿惊风，疟疾，热病。
上星,配伍,配合谷、太冲治头目痛；配丘墟、陷谷治疟疾；配大椎治鼻中息肉、面赤肿、口鼻出血不止；配水沟治癫狂；配印堂、素s、百会、迎香、合谷、曲池、列缺、支沟治酒渣鼻。
上星,刺灸法,平刺0.5～0.8寸；可灸。
神庭,拼音,Shéntíng
神庭,定位,在头部，当前发际正中直上０.５寸。
神庭,解剖,在左右额肌之交界处；有额动、静脉分支；布有额神经分支。
神庭,主治,头痛，眩晕，目赤肿痛，泪出，目翳，雀目，鼻渊，鼻衄，癫狂，痫证，角弓反张。
神庭,配伍,配行间治目泪出；配囟会治中风不语；配兑端、承浆治癫痫呕沫；配水沟治寒热头痛、喘渴、目不可视；配太冲、太溪、阴郄、风池治肝阳上亢型头痛、眩晕、失眠等病症。
神庭,刺灸法,平刺0.3～0.5寸；可灸。
素s,拼音,Sùliáo
素s,定位,在面部，当鼻尖的正中央。
素s,解剖,在鼻尖软骨中；有面动、静脉鼻背支；布有筛前神经鼻外支（眼神经分支）。
素s,主治,鼻塞，鼻衄，鼻流清涕，鼻中肉，鼻渊，酒鼻，惊厥，昏迷，新生儿窒息。
素s,配伍,配百会、足三里治低血压休克；配迎香、合谷治鼻渊。
素s,刺灸法,向上斜刺0.3～0.5寸，或点刺出血；不灸。
水沟,拼音,Shuigōu
水沟,定位,在面部，当人中沟的上１/３与中１/３交点处。
水沟,解剖,在口轮匝肌中；有上唇动、静脉；布有眶下神经支及面神经颊支。
水沟,主治,昏迷，晕厥，暑病，癫狂，痫证，急慢惊风，鼻塞，鼻衄，风水面肿，齿痛，牙关紧闭，黄疸，消渴，霍乱，温疫，脊膂强痛，挫闪腰疼。
水沟,配伍,配百会、十宣、涌泉治昏迷急救。中暑加委中、尺泽，溺水窒息加会阴，癫狂加内关，癔病发作加合谷透劳宫；配上星、风府治鼻流清涕；配委中（泻法）治急性腰扭伤；配三阴交、血海治月经不调、崩漏。
水沟,刺灸法,向上斜刺0.3～0.5寸，或用指甲按掐；不灸。
兑端,拼音,Duìduān
兑端,定位,在面部，当上唇的尖端，人中沟下端的皮肤与唇的移行部。
兑端,解剖,在口轮匝肌中；有上唇动、静脉；布有面神经颊支及眶下神经分支。
兑端,主治,昏迷，晕厥，癫狂，癔病，消渴嗜饮，口疮臭秽，齿痛，口噤，鼻塞。
兑端,配伍,配本神治癫痫呕沫；配目窗、正营、耳门治唇吻强，止齿龋痛。
兑端,刺灸法,斜刺0.2～0.3寸；不灸。
龈交,拼音,Yínjiāo
龈交,定位,在上唇内，唇系带与上齿龈的相接处。
龈交,解剖,有上唇系带；有上唇动、静脉；布有上颌内槽神经分支。
龈交,主治,齿龈肿痛，口臭，齿衄，处鼻渊，面赤颊肿，唇吻强急，面部疮癣，两腮生疮，癫狂，项强。
龈交,配伍,配风府治颈项急，不得顾；配承浆治口臭难近；配上关、大迎、翳风治口噤不开。
龈交,刺灸法,向上斜刺0.2～0.3寸；不灸。
会阴,拼音,Huìyīn
会阴,定位,在会阴部，男性当阴囊根部与肛门连线的中点，女性当大阴唇后联合与肛门连线的中点。
会阴,解剖,在球海绵体中央，有会阴浅、深横肌；有会阴动、静脉分支；布有会阴神经分支。
会阴,主治,溺水窒息，昏迷，癫狂，惊痫，小便难，遗尿，阴痛，阴痒，阴部汗湿，脱肛，阴挺，疝气，痔疾，遗精，月经不调。
会阴,配伍,配神门治癫狂痫；配水沟治溺水窒息；配十宣急救昏迷；配蠡沟治阴痒、阴痛（湿热下注型）；配归来、百会治阴挺（中气下陷型）；配承山治痔疮、脱肛；配支沟、上巨虚治便秘；配中极治遗尿、淋症；配关元治遗精。
会阴,刺灸法,直刺０.５～１寸，孕妇慎用；可灸。
会阴,附注,任脉别络，侠督脉、冲脉之会。
曲骨,拼音,Qūgǔ
曲骨,定位,在下腹部，当前正中线上，耻骨联合上缘的中点处。
曲骨,解剖,在腹白线上；有腹壁下动脉及闭孔动脉的分支；布有髂腹下神经分支。
曲骨,主治,少腹胀满，小便淋沥，遗尿，疝气，遗精阳痿，阴囊湿痒，月经不调，赤白带下，痛经。
曲骨,配伍,配肾俞、志室、大赫、关元、命门治阳萎、遗精（肾气虚型）；配膀胱俞、肾俞、次s、阴陵泉、蠡沟治阳萎、遗精、癃闭、淋症、阴痒、湿疹、带下（湿热下注）；配中极、关元、肾俞治肾虚、遗尿、小便不利；配关元、命门、阴交（针补法或灸）治宫寒不孕、痛经。
曲骨,刺灸法,直刺０.５～１寸，内为膀胱，应在排尿后进行针刺；可灸。
曲骨,附注,任脉、足厥阴之会。
中极,拼音,Zhōngjí
中极,定位,在下腹部，前正中线上，当脐中下４寸。
中极,解剖,在腹白线上，深部为乙状结肠；有腹壁浅动、静脉分支，腹壁下动、静脉分支；布有髂腹下神经的前皮支。
中极,主治,小便不利，遗溺不禁，阳痿，早泄，遗精，白浊，疝气偏坠，积聚疼痛，月经不调，阴痛，阴痒，痛经，带下，崩漏，阴挺，产后恶露不止，胞衣不下，水肿。
中极,配伍,配大赫、肾俞、阴交、三阴交、次s治阳萎、早泄、遗精、白浊、月经不调、痛经崩漏、产后恶露不止、胞衣不下、阴挺等症（肾气虚型）；配阴谷、气海、肾俞治遗溺不止；配大敦、关元、三阴交治疝气偏坠；配水分、三焦俞、三阴交、气海、委阳治水肿；中极透曲骨、配三阴交、地机治产后、术后尿潴留；中极透曲骨、配气海、膻中、足三里治尿潴留（老年人气虚）。
中极,刺灸法,直刺０.５～１寸；可灸。
中极,附注,足三阴、任脉之会。
关元,拼音,Guānyuán
关元,定位,在下腹部，前正中线上，当脐中下３寸。
关元,解剖,在腹白线上，深部为小肠；有腹壁浅动、静脉分支，腹壁下动、静脉分支；布有第十二肋间神经前皮支的内侧支。
关元,主治,中风脱证，虚劳冷惫，羸瘦无力，少腹疼痛，霍乱吐泻，痢疾，脱肛，疝气，便血，溺血，小便不利，尿频，尿闭，遗精，白浊，阳萎，早泄，月经不调，经闭，经痛，赤白带下，阴挺，崩漏，阴门瘙痒，恶露不止，胞衣不下，消渴，眩晕。
关元,配伍,配气海、肾俞（重灸）、神阙（隔盐灸）急救中风脱证；配足三里、脾俞、公孙、大肠俞治虚劳、里急、腹痛；配三阴交、血海、中极、阴交治月经不调（冲任不固，针用补法）；配中极、大赫、肾俞、次s、命门、三阴交治男子不育症、阳萎、遗精、早泄、尿频、尿闭、遗尿（肾阳虚衰、针补法或艾灸）；配太溪、肾俞治泄痢不止、五更泄。
关元,刺灸法,直刺０.５～１寸；可灸。
关元,附注,足三阴、任脉之会。
石门,拼音,Shímén
石门,定位,在下腹部，前正中线上，当脐中下２寸。
石门,解剖,在腹白线上，深部为小肠；有腹壁浅动、静脉分支，腹壁下动、静脉分支；布有第十一肋间神经前皮支的内侧支。
石门,主治,腹胀，泄利，绕脐疼痛，奔豚疝气，水肿，小便不利，遗精，阳萎，经闭，带下，崩漏，产后恶露不止。
石门,配伍,配阴陵泉、关元、阴交治四肢水肿、小便不利（肾气不化）；配肾俞、三阴交治遗尿；配关元、天枢、气海、足三里治腹胀泄泻、绕脐痛；配大敦、归来治疝气；配三阴交、带脉穴治崩漏、带下。
石门,刺灸法,直刺０.５～１寸；可灸。孕妇慎用。
石门,附注,手少阳之募穴。
气海,拼音,Qìhǎi
气海,定位,在下腹部，前正中线上，当脐中下１.５寸。
气海,解剖,在腹白线上，深部为小肠；有腹壁浅动脉、静脉分支，腹壁下动、静脉分支；布有第十一肋间神经前皮支的内侧支。
气海,主治,绕脐腹痛，水肿鼓胀，脘腹胀满，水谷不化，大便不通，泄痢不禁，癃淋，遗尿，遗精，阳萎，疝气，月经不调，痛经，经闭，崩漏，带下，阴挺，产后恶露不止，胞衣不下，脏气虚惫，形体羸瘦，四肢乏力。
气海,配伍,配三阴交治白浊、遗精；配关元治产后恶露不止；配灸关元、膏肓、足三里治喘息短气（元气虚惫）；配关元、命门（重灸）、神阙（隔盐灸）急救中风脱证。配足三里、脾俞、胃俞、天枢、上巨虚治胃腹胀痛、呃逆、呕吐、水谷不化、大便不通、泄痢不止（脾气虚弱）；配足三里、合谷、百会治胃下垂、子宫下垂、脱肛。
气海,刺灸法,直刺０.５～１寸；可灸。孕妇慎用。
气海,附注,肓之原穴。
阴交,拼音,Yīnjiāo
阴交,定位,在下腹部，前正中线上，当脐中下１寸。
阴交,解剖,在腹白线上，深部为小肠；有腹壁浅动脉、静脉分支，腹壁下动、静脉分支；布有第十肋间神经前皮支的内侧支。
阴交,主治,绕脐冷痛，腹满水肿，泄泻，疝气，阴痒，小便不利，奔豚，血崩，带下，产后恶露不止，小儿陷囟，腰膝拘挛。
阴交,配伍,配阴陵泉、带脉穴治赤白带下；配子宫穴、三阴交治月经不调、崩漏；配大肠俞、曲池治脐周作痛；配天枢、气海治腹胀肠鸣、泄泻。
阴交,刺灸法,直刺０.５～１寸；可灸。孕妇慎用。
阴交,附注,任脉、冲脉、少阴之会。
神阙,拼音,Shénquè
神阙,定位,在腹中部，脐中央。
神阙,解剖,在脐窝正中，深部为小肠；有腹壁下动、静脉；布有第十肋间神经前皮支的内侧支。
