subject,relation,object
神阙,主治,中风虚脱，四肢厥冷，尸厥，风痫，形惫体乏，绕脐腹痛，水肿鼓胀，脱肛，泄利，便秘，小便不禁，五淋，妇女不孕。
神阙,配伍,配三阴交治五淋；配公孙、水分、天枢、足三里治泄痢便秘、绕脐腹痛（脾肾不和）；配长强、气海、关元治脱肛、小便不禁、肾虚不孕症；神阙（隔盐灸）配关元、气海（重灸）治中风脱证。
神阙,刺灸法,禁刺；可灸。
水分,拼音,Shuǐfēn
水分,定位,在上腹部，前正中线上，当脐中上１寸。
水分,解剖,在腹白线上，深部为小肠；有腹壁下动脉、静脉分支，腹壁下动、静脉分支；布有第八、九肋间神经前皮支的内侧支。
水分,主治,腹痛，腹胀，肠鸣，泄泻，翻胃，水肿，小儿陷囟，腰脊强急。
水分,配伍,配天枢、地机治腹水；配内关治反胃呕吐；配中封、曲泉治脐痛；配脾俞、三阴交治浮肿。
水分,刺灸法,直刺０.５～１寸；可灸。
下脘,拼音,Xiàwǎn
下脘,定位,在上腹部，前正中线上，当脐中上２寸。
下脘,解剖,在腹白线上，深部为横结肠；有腹壁上、下动、静脉交界处的分支；布有第八肋间神经前皮支的内侧支。
下脘,主治,脘痛，腹胀，呕吐，呃逆，食谷不化，肠鸣，泄泻，痞块，虚肿。
下脘,配伍,配天枢、气海、关元、足三里（针灸并用）治急性菌痢。
下脘,刺灸法,直刺０.５～１寸；可灸。
下脘,附注,足太阴、任脉之会。
建里,拼音,Jiànlǐ
建里,定位,在上腹部，前正中线上，当脐中上３寸。
建里,解剖,在腹白线上，深部为横结肠；有腹壁上、下动、静脉交界处的分支；布有第八肋间神经前皮支的内侧支。
建里,主治,胃脘疼痛，腹胀，呕吐，食欲不振，肠中切痛，水肿。
建里,配伍,配内关治胸中苦闷；配水分治肚腹浮肿。
建里,刺灸法,直刺０.５～１寸；可灸。
中脘,拼音,Zhōngwǎn
中脘,定位,在上腹部，前正中线上，当脐中上４寸。
中脘,解剖,在腹白线上，深部为胃幽门部；有腹壁上动、静脉；布有第七、八肋间神经前皮支的内侧支。
中脘,主治,胃脘痛，腹胀，呕吐，呃逆，翻胃，吞酸，纳呆，食不化，疳积，膨胀，黄疸，肠鸣，泄利，便秘，便血，胁下坚痛，虚劳吐血，哮喘，头痛，失眠，惊悸，怔忡，脏躁，癫狂，痫证，尸厥，惊风，产后血晕。
中脘,配伍,配百会、足三里、神门治失眠、脏躁；配膻中、天突、丰隆治哮喘；配梁丘、下巨虚治急性胃肠炎；配肝俞、太冲、三阴交、公孙治疗胃十二指肠球部溃疡；配上脘、梁门（电针20分钟）治胆道蛔虫症；配阳池、胞门、子户（针灸并用），治腰痛、痛经、月经不调（子宫不正）；配气海、足三里、内关、百会治胃下垂。
中脘,刺灸法,直刺０.５～１寸；可灸。
中脘,附注,胃经募穴，八会穴之腑会，手太阳、少阳、足阳明、任脉之会。
上脘,拼音,Shàngwǎn
上脘,定位,在上腹部，前正中线上，当脐中上５寸。
上脘,解剖,在腹白线上，深部为肝下缘及胃幽门部；有腹壁上动、静脉分支；布有第七肋间神经前皮支的内侧支。
上脘,主治,胃脘疼痛，腹胀，呕吐，呃逆，纳呆，食不化，黄疸，泄利，虚劳吐血，咳嗽痰多，癫痫。
上脘,配伍,配丰隆治纳呆；配天枢、中脘治嗳气吞酸、腹胀、肠鸣、泄泻。
上脘,刺灸法,直刺０.５～１寸；可灸。
上脘,附注,任脉、足阳明、手太阳之会。
巨阙,拼音,Jùquè
巨阙,定位,在上腹部，前正中线上，当脐中上６寸。
巨阙,解剖,在腹白线上，深部为肝脏；有腹壁上动、静脉分支；布有第七肋间神经前皮支的内侧支。
巨阙,主治,胸痛，心痛，心烦，惊悸，尸厥，癫狂，痫证，健忘，胸满气短，咳逆上气，腹胀暴痛，呕吐，呃逆，噎嗝，吞酸，黄疸，泄利。
巨阙,配伍,配内关治心绞痛；配章门、合谷、中脘、内关、足三里治呃逆；配足三里、膻中、内关、三阴交、心平穴、心俞治疗急性心肌梗塞；配内关、人中治癫狂痫证；配神门治失眠健忘。
巨阙,刺灸法,直刺０.５～１寸；可灸。
巨阙,附注,心经募穴。
鸠尾,拼音,Jiūwěi
鸠尾,定位,在上腹部，前正中线上，当胸剑结合部下１寸。
鸠尾,解剖,在腹白线上，腹直肌起始部，深部为肝脏；有腹壁上动、静脉分支；布有第六肋间神经前皮支的内侧支。
鸠尾,主治,心痛，心悸，心烦，癫痫，惊狂，胸中满痛，咳嗽气喘，呕吐，呃逆，反胃，胃痛。
鸠尾,配伍,配梁门、足三里治胃痛；配三关、足三里治呕吐。
鸠尾,刺灸法,斜向下刺０.５～１寸；可灸。
中庭,拼音,Zhōngtíng
中庭,定位,在胸部，当前正中线上，平第５肋间，即胸剑结合部。
中庭,解剖,有胸廓（乳房）内动、静脉的前穿支；布有第五肋间神经前皮支的内侧支。
中庭,主治,胸腹胀满，噎嗝，呕吐，心痛，梅核气。
中庭,配伍,配俞府、意舍治呕吐。
中庭,刺灸法,平刺０.３～０.５寸；可灸。
膻中,拼音,Dànzhōng
膻中,定位,在胸部，当前正中线上，平第４肋间，两乳头连线的中点。
膻中,解剖,在胸骨体上；有胸廓（乳房）内动、静脉的前穿支；布有第四肋间神经前皮支的内侧支。
膻中,主治,咳嗽，气喘，咯唾脓血，胸痹心痛，心悸，心烦，产妇少乳，噎嗝，膨胀。
膻中,配伍,配曲池、合谷（泻法）治急性乳腺炎；配内关、三阴交、巨阙、心平、足三里治冠心病急性心肌梗塞；配中脘、气海治呕吐反胃；配天突治哮喘；配乳根、合谷、三阴交、少泽、灸膻中治产后缺乳；配肺俞、丰隆、内关治咳嗽痰喘；配厥阴俞、内关治心悸、心烦、心痛。
膻中,刺灸法,平刺０.３～０.５寸；可灸。
膻中,附注,心包经之募穴，八会穴之气会。
玉堂,拼音,Yùtáng
玉堂,定位,在胸部，当前正中线上，平第３肋间。
玉堂,解剖,在胸骨体中点；有胸廓（乳房）内动、静脉的前穿支；布有第三肋间神经前皮支的内侧支。
玉堂,主治,膺胸疼痛，咳嗽，气短，喘息，喉痹咽肿，呕吐寒痰，两乳肿痛。
玉堂,配伍,玉堂透膻中、内关、胸夹脊（T1～5）治疗胸痹。
玉堂,刺灸法,平刺０.３～０.５寸；可灸。
紫宫,拼音,Zǐgōng
紫宫,定位,在胸部，当前正中线上，平第２肋间。
紫宫,解剖,在胸骨体上；有胸廓（乳房）内动、静脉的前穿支；布有第二肋间神经前皮支的内侧支。
紫宫,主治,咳嗽，气喘，胸胁支满，胸痛，喉痹，吐血，呕吐，饮食不下。
紫宫,配伍,配玉堂、太溪治呃逆上气、心烦。
紫宫,刺灸法,平刺０.３～０.５寸；可灸。
华盖,拼音,Huágài
华盖,定位,在胸部，当前正中线上，平第１肋间。
华盖,解剖,在胸骨角上；有胸廓（乳房）内动、静脉的前穿支；布有第一肋间神经前皮支的内侧支。
华盖,主治,咳嗽，气喘，胸痛，胁肋痛，喉痹，咽肿。
华盖,配伍,配气户治胁肋疼痛。
华盖,刺灸法,平刺０.３～０.５寸，可灸。
璇玑,拼音,Xuánjī
璇玑,定位,在胸部，当前正中线上，天突下１寸。
璇玑,解剖,在胸骨柄上；有胸廓（乳房）内动、静脉的前穿支；布有锁骨上神经前支。
璇玑,主治,咳嗽，气喘，胸满痛，喉痹咽肿，胃中有积。
璇玑,配伍,配鸠尾治喉痹咽肿。
璇玑,刺灸法,平刺０.３～０.５寸；可灸。
天突,拼音,Tiāntū
天突,定位,在颈部，当前正中线上胸骨上窝中央。
天突,解剖,在左右胸锁乳突肌之间，深层左右为胸骨舌骨肌和胸骨甲状肌；皮下有颈静脉弓、甲状腺下动脉分支；深部为气管，再向下，在胸骨柄后方为无名静脉及主动脉弓；布有锁骨上神经前支。
天突,主治,咳嗽，哮喘，胸中气逆，咯唾脓血，咽喉肿痛，舌下急，暴喑，瘿气，噎嗝，梅核气。
天突,配伍,配定喘穴、鱼际治哮喘、咳嗽；配膻中、列缺治外感咳嗽；配内关、中脘治呃逆；配廉泉、涌泉治暴喑；配丰隆治梅核气；配少商、天容治咽喉肿痛；配气舍、合谷治地方性甲状腺肿大。
天突,刺灸法,先直刺０.２～０.３寸，然后沿胸骨柄后缘，气管前缘缓慢向下刺入０.５～１寸；可灸。
天突,附注,阴维、任脉之会。
天突,注意,本穴针刺不能过深，也不宜向左右刺，以防刺伤锁骨下动脉及肺尖。如刺中气管壁，针下有硬而轻度弹性的感觉，病人出现喉痒欲咳等现象；若刺破气管壁，可引起剧烈的咳嗽及血痰等现象。如刺中无名静脉或主动脉弓时，针下可有柔软而有弹力的阻力或病人有疼痛感觉，应即退针。
廉泉,拼音,Liánquán
廉泉,定位,在颈部，当前正中线上，结喉上方，舌骨上缘凹陷处。
廉泉,解剖,在甲状软骨和舌骨之间，深部为会厌，下方为喉门，有甲状舌骨肌、舌肌；有颈前浅静脉，甲状腺上动、静脉；布有颈皮神经，深层有舌下神经分支。
廉泉,主治,舌下肿痛，舌根急缩，舌纵涎出，舌强，中风失语，舌干口燥，口舌生疮，暴喑，喉痹，聋哑，咳嗽，哮喘，消渴，食不下。
廉泉,配伍,配金津、玉液、天突、少商治舌强不语、舌下肿痛、舌缓流涎、暴喑。
廉泉,刺灸法,直刺０.５～０.８寸，不留针；可灸。
廉泉,附注,阴维、任脉之会。
承浆,拼音,Chéngjiāng
承浆,定位,在面部，当颏唇沟的正中凹陷处。
承浆,解剖,在口轮匝肌和颏肌之间；有下唇动、静脉分支；布有面神经及颏神经分支。
承浆,主治,口眼沸保唇紧，面肿，齿痛，齿衄，龈肿，流涎，口舌生疮，暴喑不言，消渴嗜饮，小便不禁，癫痫。
承浆,配伍,配委中治衄血不止；配风府治头项强痛、牙痛。
承浆,刺灸法,斜刺０.３～０.５寸；可灸。
承浆,附注,足阳明、任脉之会。
四神聪,拼音,Sìshéncōng
四神聪,定位,在头顶部，当百会前后左右各１寸，共四穴。
四神聪,解剖,在帽状腱膜中；有枕动、静脉、颞浅动、静脉顶支和眶上动、静脉的吻合网；布有枕大神经、耳颞神经及眶上神经分支。
四神聪,主治,头痛，眩晕，失眠，健忘，癫狂，痫证，偏瘫，脑积水，大脑发育不全。
四神聪,刺灸法,平刺０.５～０.８寸；可灸。
鱼腰,拼音,Yúyāo
鱼腰,定位,在额部，瞳孔直上，眉毛中。
鱼腰,解剖,在眼轮匝肌中；有额动、静脉外侧支；布有眶上神经、面神经的分支。
鱼腰,主治,目赤肿痛，目翳，眼睑动，眼睑下垂，眶上神经痛。
鱼腰,刺灸法,平刺０.３～０.５寸；禁灸。
太阳,拼音,Tàiyáng
太阳,定位,在颞部，当眉梢与目外眦之间，向后约一横指的凹陷处。
太阳,解剖,在颞筋膜及颞肌中；有颞浅动、静脉；布有三叉神经第二、三支分支，面神经颞支。
太阳,主治,偏正头痛，目赤肿痛，目眩，目涩，牙痛，三叉神经痛。
太阳,刺灸法,直刺或斜刺０.３～０.５寸；或用三棱针点刺出血。禁灸。
耳尖,拼音,Erjiān
耳尖,定位,在耳廓的上方，当折耳向前，耳廓上方的尖端处。
耳尖,解剖,有耳后动、静脉；布有耳颞神经。
耳尖,主治,目赤肿痛，上目翳，偏正头痛，喉痹，以及麦粒肿。
耳尖,刺灸法,直刺０.１～０.２寸；或用三棱针点刺出血。可灸。
球后,拼音,Qíuhòu
球后,定位,在面部，当眶下缘外四分之一与内四分之三交界处。
球后,解剖,在眼轮匝肌中，深部为眼肌；浅层有面动、静脉；布有面神经颧支和眶下神经、结状神经结和视神经，深层有眼神经。
球后,主治,目疾。如视神经炎，视神经萎缩，视网膜色素变性，青光眼，早期白内障，近视。
球后,刺灸法,沿眶下缘从外下向内上，向视神经孔方向刺０.５～１寸。
上迎香,拼音,Shàngyíngxiāng
上迎香,定位,在面部，当鼻翼软骨与鼻甲的交界处，近鼻唇沟上端处。
上迎香,解剖,在上唇方肌中；有面动、静脉之支；布有筛前神经、眶下神经分支及滑车下神经。
上迎香,主治,头痛，鼻塞，鼻中肉，暴发火眼，迎风流泪。
上迎香,刺灸法,向内上方斜刺０.３～０.５寸；可灸。
内迎香,拼音,Nèiyíngxiāng
内迎香,定位,在鼻孔，当鼻翼软骨与鼻甲的粘膜处。
内迎香,解剖,在鼻腔底部粘膜上；有面、动、静脉的鼻背支；布有筛前神经的鼻外支。
内迎香,主治,目赤肿痛，鼻疾，喉痹，热病，中暑，眩晕。
内迎香,刺灸法,用三棱针点刺出血。有出血体质的人忌用。
夹承浆,拼音,Jiáchéngjiāng
夹承浆,定位,在面部，承浆穴旁开1寸处。
夹承浆,解剖,在口轮匝肌中，浅层有颏神经分布；深层有面神经下颌缘支和下唇动脉分布。
夹承浆,主治,齿龈肿痛、口贰
夹承浆,操作,斜刺或平刺0.3~0.5寸。
金津、玉液,拼音,Jīnjīn、Yùyè
金津、玉液,定位,在口腔内，当舌系带两侧静脉上，左为金津，右为玉液。
金津、玉液,解剖,穴区浅层有舌神经（发自下颌神经）和舌深静脉干经过；深层有舌神经、舌下神经和舌动脉分布。
金津、玉液,主治,①口疮、舌强、舌肿；②呕吐、消渴。
金津、玉液,操作,点刺出血。
翳明,拼音,Yìmíng
翳明,定位,在项部，当翳风后1寸。
翳明,解剖,在胸锁乳突肌上，穴区浅层有耳大神经和枕小神经分布；深层有副神经、颈神经后支和耳后动脉分布；再深层有迷走神经干、副神经干和颈内动、静脉经过。
翳明,主治,①头痛、眩晕、失眠；②目疾、耳鸣。
翳明,操作,直刺0.5～1寸；可灸。
牵正,拼音,Qiānzhèng
牵正,定位,在面颊部，耳垂前0.5～1寸处。
牵正,解剖,在咬肌中，浅层有耳大神经分布；深层有面神经颊支、下颌神经咬肌支和咬肌动脉分布。
牵正,主治,口贰⒖诖。
牵正,操作,向前斜刺0.5～0.8寸；可灸。
安眠,拼音,Anmián
安眠,定位,在项部，当翳风穴与风池穴连线的中点。
安眠,解剖,同翳明。
安眠,主治,①失眠、头痛、眩晕；②心悸；③癫狂。
安眠,操作,直刺0.8～1.2寸；可灸。
上明,拼音,Shàngmíng
上明,定位,在额部，眉弓中点，眶上缘下。
上明,解剖,在眼轮匝肌中，浅层有眶上神经分布，深层有面神经颞支和额动脉分布。
上明,主治,目疾。
上明,操作,轻压眼球向下，向眶缘缓慢直刺0.5～1.5寸，不提插。
子宫,拼音,Zǐgōng
子宫,定位,在下腹部，当脐中下4寸，中极旁开3寸。
子宫,解剖,在腹内、外斜肌中，穴区浅层有髂腹下神经和腹壁浅动脉分布；深层有骼腹股沟神经的肌支和腹壁下动脉分布；再深层可进入腹腔刺及小肠。
子宫,主治,①阴挺；②月经不调、痛经、崩漏；③不孕。
子宫,操作,直刺0.8～1.2寸。
三角灸,拼音,Sānjiǎojiǔ
三角灸,定位,以患者两口角之间的长度为一边，作等边三角形，将顶角置于患者脐心，底边呈水平线，两底角处是该穴。
三角灸,解剖,在腹直肌中，穴区有腹壁下动、静脉和第10肋间神经分布。
三角灸,主治,疝气、腹痛。
三角灸,操作,艾炷灸5~7壮。
定喘,拼音,Dìngchuǎn
定喘,定位,在背部，当第7颈椎棘突下，旁开0.5寸。
定喘,解剖,在斜方肌、菱形肌、上后锯肌、头夹肌、头半棘肌中，穴区浅层有颈神经后支的皮支分布；深层有颈神经后支的肌支、副神经和颈横动脉、颈深动脉分布。
定喘,主治,①哮喘、咳嗽；②肩背痛、落枕。
定喘,操作,直刺0.5～0.8寸；可灸。
夹脊,拼音,Jiájǐ
夹脊,定位,在背腰部，当第1胸椎至第5腰椎棘突下两侧，后正中线旁开0.5寸，一侧17穴，左右共34穴。
夹脊,解剖,在背肌浅层（斜方肌、菱形肌、胸腰筋膜、后锯肌）及背肌深层（竖脊肌）中。穴区浅层有胸或腰神经后支的皮支分布；深层有胸或腰神经后支和肋间后动脉、腰动脉分布。
夹脊,主治,适应范围较广，其中上胸部的穴位治疗心肺、上肢疾病；下胸部的穴位治疗胃肠疾病；腰部的穴位治疗腰腹及下肢疾病。
夹脊,操作,直刺0.3~0.5寸，或用梅花针叩刺；可灸。
胃脘下俞,拼音,Wèiwǎnxiàshū
胃脘下俞,定位,在背部，当第8胸椎棘突下，旁开1.5寸。
胃脘下俞,解剖,在斜方肌、背阔肌中，穴区浅层有第8胸神经后支的皮支分布；深层有第8胸神经后支的肌支和肋间后动脉分布。
胃脘下俞,主治,①胃痛、腹痛、胸胁痛；②消渴。
胃脘下俞,操作,斜刺0.3～0.5寸；可灸。
腰眼,拼音,Yāoyǎn
腰眼,定位,在腰部，当第4腰椎棘突下，旁开约3.5寸凹陷中。
腰眼,解剖,在背阔肌、腰方肌中，穴区浅层有第3腰神经后支的皮支分布；深层有第4腰神经后支的肌支和腰动脉分布。
腰眼,主治,①腰痛；②月经不调、带下；③虚劳。
腰眼,操作,直刺1～1.5寸；可灸。
十七椎,拼音,Shíqīzhuī
十七椎,定位,在腰部，当后正中线上，第5腰椎棘突下。
十七椎,解剖,在棘上韧带、棘间韧带中，穴区浅层有第5腰神经后支的皮支分布；深层有第5腰神经后支的肌支和腰动脉分布。
十七椎,主治,①腰腿痛、下肢瘫痪；②崩漏、月经不调；③小便不利。
十七椎,操作,直刺0.5～1寸；可灸。
腰奇,拼音,Yāoqí
腰奇,定位,在骶部，当尾骨端直上2寸，骶角之间凹陷中。
腰奇,解剖,在棘上韧带，穴区浅层有臀中皮神经分布；深层有骶神经后支和骶中动脉分布；再深可进入骶管裂孔。
腰奇,主治,①癫痫、头痛、失眠；②便秘。
腰奇,操作,向上平刺1～1.5寸；可灸。
肩前,拼音,Jiānqián
肩前,定位,在肩部，正坐垂臂，当腋前皱襞顶端与肩k穴连线的中点。
肩前,解剖,在三角肌中，穴区浅层有锁骨上神经外侧支分布；深层有腋神经、肌皮神经和胸肩峰动脉分布。
肩前,主治,肩臂痛、臂不能举。
肩前,操作,直刺1～1.5寸；可灸。
肘尖,拼音,Zhóujiān
肘尖,定位,在肘后部，屈肘当尺骨鹰嘴的尖端。
肘尖,解剖,穴区有前臂背侧皮神经和肘关节动脉网分布。
肘尖,主治,①瘰疬；②痈疽；③肠痈。
肘尖,操作,艾炷灸7～15壮。
二白,拼音,Erbái
二白,定位,在前臂掌侧，腕横纹上4寸，桡侧腕屈肌腱的两侧，一侧各1穴，一臂2穴，左右两臂共4穴。
二白,解剖,在指浅屈肌、拇长屈肌（桡侧穴）和指深屈肌（尺侧肌）中，穴区浅层有前臂内、外侧皮神经分布；深层有桡动脉干、桡神经浅支（桡侧穴）和正中神经（尺侧穴）经过，并有正中神经肌支和骨间前动脉分布。
二白,主治,①痔疾、脱肛；②前臂痛、胸肋痛。
二白,操作,直刺0.5～0.8寸；可灸。
中魁,拼音,Zhōngkuí
中魁,定位,在中指背侧近侧侧指间关节的中点处。握拳取穴。
中魁,解剖,有桡、尺神经的指背神经和指背动脉分布。
中魁,主治,噎膈、呕吐、食欲不振、呃逆。
中魁,操作,针刺0.2～0.3寸；艾炷灸5～7壮。
腰痛点,拼音,Yāotòngdiǎn
腰痛点,定位,在手背侧，当第2、第3掌骨及第4、第5掌骨之间，当腕横纹与掌指关节中点处，一侧2穴，左右共4穴。
腰痛点,解剖,在桡侧腕短伸肌腱（桡侧腱）和小指伸肌腱（尺侧穴）中，穴区浅层有桡神经浅支的手背支（桡侧穴）和尺神经手背支（尺侧穴）分布；深层有桡神经肌支和掌背动脉分布。
腰痛点,主治,急性腰扭伤。
腰痛点,操作,由两侧向掌中斜刺0.5～0.8寸；可灸。
落枕穴,拼音,Luòzhěnxué
落枕穴,定位,在手背侧，当第2、第3掌骨间，指掌关节后约0.5寸处。
落枕穴,解剖,在第2骨间背侧肌中，穴区浅层有桡神经手背支和手背静脉网分布；深层有尺神经深支和掌背动脉分布。
落枕穴,主治,①落枕、手臂痛；②胃痛。
落枕穴,操作,直刺或斜刺0.5～0.8寸。
外劳宫,拼音,Wàiláogōng
外劳宫,定位,左手背侧，当第2、第3掌骨间，指掌关节后约0.5寸处（指寸）。
外劳宫,解剖,在第2骨间背侧肌中，穴区有桡神经浅支的指背神经、手背静脉网和掌背动脉。
外劳宫,主治,①落枕、手臂肿痛；②脐风。
外劳宫,操作,直刺0.5～0.8寸；可灸。
八邪,拼音,Bāxié
八邪,定位,在手背侧，微握拳，第1至第5指间，指蹼缘后方赤白肉际处，左右共8穴。
八邪,解剖,在拇收肌（八邪1）和骨间肌（八邪2、3、4）中，穴区浅层有桡神经浅支的手背支、尺神经手背支和手背静脉网分布；深层有尺神经肌支和掌背动脉分布。
八邪,主治,①手背肿痛、手指麻木；②烦热、目痛；③毒蛇咬伤。
八邪,操作,斜刺0.5～0.8寸，或点刺出血。
四缝,拼音,Sìfèng
四缝,定位,在第2至第5指掌侧，近端指关节的中央，一手4穴，左右共8穴。
四缝,解剖,在指深屈肌腱中，穴区浅层有掌侧固有神经和指掌侧固有动脉分布；深层有正中神经肌支（桡侧两个半手指）和尺神经肌支（尺侧一个半手指）分布。
四缝,主治,①小儿疳积；②百日咳。
四缝,操作,点刺出血或挤出少许黄色透明粘液。
十宣,拼音,Shíxuān
十宣,定位,在手十指尖端，距指甲游离缘0.1寸（指寸），左右共10穴。
十宣,解剖,有指掌侧固有神经（桡侧三个半手指由正中神经发出，尺侧一个半手指有尺神经发出）和掌侧固有动脉分布。
十宣,主治,①昏迷；②癫痫；③高热、咽喉肿痛。
十宣,操作,浅刺0.1～0.2寸，或点刺出血。
环中,拼音,Huánzhōng
环中,定位,在臀部，环跳穴与腰俞穴连线的中点。
环中,解剖,在臀大肌、股方肌中，穴区浅层有臀上皮神经分布；深层有坐骨神经干和股后皮神经干经过，并有臀下神经、坐骨神经肌支和臀下动脉分布。
环中,主治,坐骨神经痛、腰痛、腿痛。
环中,操作,直刺2～3寸；可灸。
百虫窝,拼音,Bǎichōngwō
百虫窝,定位,屈膝，在大腿内侧，髌底内侧端上3寸，即血海上1寸。
百虫窝,解剖,在股内侧肌中，穴区浅层有股神经前皮支分布；深层有股神经肌支和股动脉分布。
百虫窝,主治,①虫积；②风湿痒疹、下部生疮。
百虫窝,操作,直刺1.5～2寸；可灸。
鹤顶,拼音,Hèdǐng
鹤顶,定位,在膝上部，髌底的中点上方凹陷处。
鹤顶,解剖,在股四头肌腱中，穴区浅层有股神经前皮支分布；深层有股神经肌支和膝关节动脉网分布。
鹤顶,主治,膝痛、足胫无力、瘫痪。
鹤顶,操作,直刺0.8～1寸；可灸。
膝眼,拼音,Xīyǎn
膝眼,定位,屈膝，在髌韧带两侧凹陷处。在内侧的称内膝眼，在外侧的称外膝眼。
膝眼,解剖,浅层有隐神经分支和股神经前皮支分布；深层有股神经关节支和膝关节动脉网分布。
膝眼,主治,①膝痛、腿痛；②脚气。
膝眼,操作,向膝中斜刺0.5～1寸，或透刺对侧膝眼；可灸。
胆囊,拼音,Dǎnnáng
胆囊,定位,在小腿外侧上部，当腓骨小头前下方凹陷处（阳陵泉）直下2寸。
胆囊,解剖,在腓骨长肌中，穴区浅层有腓肠外侧皮神经分布；深层有腓深神经干和胫前动、静脉经过，并有腓浅神经肌支和胫前动脉分布。
胆囊,主治,①急慢性胆囊炎、胆石症、胆道蛔虫症；②下肢痿痹。
胆囊,操作,直刺1～2寸；可灸。
阑尾,拼音,Lánwěi
阑尾,定位,在小腿前侧上部，当犊鼻下5寸，胫骨前缘旁开一横指。
阑尾,解剖,在胫骨前肌、小腿骨间膜、胫骨后肌中，穴区浅层有腓肠外侧皮神经分布；深层有腓深神经干和胫前动、静脉经过，并有腓深神经肌支、胫神经肌支和胫前动脉分布。
阑尾,主治,①急慢性阑尾炎；②消化不良；③下肢痿痹。
阑尾,操作,直刺1.5～2寸；可灸。
内踝尖,拼音,Nèihuáijiān
内踝尖,定位,在足内侧面，内踝凸起处。
内踝尖,解剖,有隐神经的小腿内侧皮支的分支、胫前动脉的内踝网、内踝前动脉的分支和胫后动脉的内踝支。
内踝尖,主治,①牙痛、乳蛾；②小儿不语；③霍乱；④转筋。
内踝尖,操作,常用灸法。
外踝尖,拼音,Wàihuáijiān
外踝尖,定位,在足外侧面，外踝凸起处。
外踝尖,解剖,有胫前动脉的外踝网，腓动脉的外踝支和腓肠神经及腓浅神经的分支。
外踝尖,主治,①脚趾拘急、踝关节肿痛；②脚气；③牙痛。
外踝尖,操作,常用灸法。
八风,拼音,Bāfēng
八风,定位,在足背侧，第1至第5趾间，趾蹼缘后方赤白肉际处，一足4穴，左右共8穴。
八风,解剖,有趾背神经（八风1为腓深神经终末支，八风2、3、4为腓浅神经终末支）和趾背动脉分布。
八风,主治,①足跗肿痛、趾痛；②毒蛇咬伤；③脚气。
八风,操作,斜刺0.5～0.8寸，或点刺出血。
